%_utility ,power_1
0.41201004,29.04441358
0.394842955,25.44036226
0.257506275,13.06659129
0.27467336,18.13526478
0.291840445,18.97634865
0.41201004,27.97331336
0.30900753,18.74771794
0.3433417,13.66795933
0.27467336,14.73490263
0.394842955,15.26421736
0.463511295,28.40563324
0.27467336,20.30240675
0.30900753,19.98093812
0.257506275,18.65626566
0.257506275,18.79344408
0.463511295,27.97331336
0.30900753,39.76788654
0.24033919,25.24083001
0.223172105,40.92628212
0.429177125,28.19778715
0.360508785,30.03653228
0.24033919,30.94135563
0.24033919,29.18159201
0.61801506,44.42086783
0.394842955,28.68276137
0.394842955,27.76962419
0.463511295,27.20289716
0.291840445,18.00224327
0.3433417,25.56506992
0.37767587,28.75204341
0.27467336,19.83406021
0.394842955,38.44321408
0.41201004,40.04085775
0.51501255,46.13074839
0.497845465,45.00560818
0.37767587,29.81621542
0.30900753,29.6859652
0.37767587,28.33635121
0.27467336,18.7019918
0.532179635,39.57389685
0.54934672,40.23761872
0.51501255,40.80434575
0.48067838,40.04085775
0.360508785,55.9798821
0.463511295,45.33816194
0.497845465,42.50452682
0.532179635,40.76416217
0.51501255,40.90411187
0.44634421,40.80434575
0.532179635,39.76788654
0.326174615,27.76962419
0.326174615,27.97331336
0.291840445,28.17700254
0.326174615,28.82132544
0.30900753,29.6859652
0.326174615,29.03748538
0.291840445,29.03748538
0.291840445,30.71272492
0.291840445,29.59589856
0.27467336,29.03748538
0.30900753,27.36224584
0.326174615,28.4790722
0.30900753,27.26940791
0.30900753,27.13638641
0.30900753,27.83752058
0.30900753,27.26940791
0.30900753,29.46980526
0.326174615,29.81621542
0.27467336,29.88965438
0.27467336,29.96309333
0.30900753,29.39775195
0.30900753,28.33635121
0.30900753,27.40242942
0.30900753,27.33591867
0.30900753,27.13638641
0.291840445,27.40242942
0.30900753,28.68276137
0.30900753,27.83752058
0.326174615,29.46980526
0.30900753,30.60325931
0.30900753,29.81621542
0.291840445,28.83241056
0.30900753,27.97331336
0.30900753,27.83752058
0.326174615,27.76962419
0.30900753,27.90541697
0.291840445,29.53908729
0.30900753,30.62404392
0.30900753,28.17700254
0.27467336,28.26706918
0.37767587,30.45361012
0.27467336,31.81430923
0.27467336,31.73671336
0.27467336,28.19778715
0.291840445,28.97374591
0.30900753,28.47491528
0.30900753,29.32708427
0.30900753,27.56593501
0.291840445,27.83752058
0.291840445,28.61347934
0.291840445,29.90212514
0.24033919,28.54419731
0.30900753,29.10953869
0.291840445,30.45361012
0.27467336,31.81430923
0.27467336,30.37878552
0.291840445,28.12850511
0.291840445,28.69107522
0.27467336,28.76174289
0.291840445,27.49803862
0.394842955,27.83752058
0.360508785,28.68276137
0.30900753,29.46841962
0.37767587,28.19778715
0.30900753,29.96309333
0.30900753,30.03653228
0.30900753,30.07948714
0.257506275,29.74277647
0.27467336,29.61391189
0.291840445,28.83241056
0.30900753,28.97374591
0.291840445,28.12850511
0.30900753,28.69107522
0.27467336,29.75801851
0.3433417,26.87034341
0.326174615,29.75801851
0.30900753,29.39775195
0.291840445,29.66933751
0.291840445,29.88965438
0.291840445,29.03748538
0.326174615,29.54185857
0.291840445,28.83241056
0.291840445,28.97374591
0.291840445,25.62326683
0.30900753,26.44079481
0.30900753,26.57104503
0.30900753,27.26940791
0.30900753,28.12850511
0.30900753,28.54973987
0.30900753,29.59589856
0.291840445,29.88965438
0.291840445,27.98994105
0.291840445,28.69107522
0.360508785,29.39775195
0.30900753,40.80434575
0.326174615,26.63617014
